# Time	pmin	pmin location	pmax	pmax location	pmean	pstDev
10	-254.1595892	( -0.05422648495 -0.009794773874 0.06278939491 )	2225.531581	( -0.4960374649 -0.2199885079 0.002743000702 )	0.1237775129	17.78569686
