# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
0.005	0.003186418775	( -0.02125 -0.02395833333 0.02395833333 )	1.506047055	( -0.0175 0.002916666667 0.002916666666 )	0.06313618053	0.1351100655	99999.98385	( 0.02375 0.02395833333 -0.02395833334 )	100009.6294	( -0.06875 0.02395833333 0.02395833333 )	100006.3711	4.415701771	299.9991359	( 0.006875 0.004583333333 0.0004166666667 )	300.0105904	( -0.02391990087 0.006907762097 0.002878234207 )	300.0054298	0.003766723526
