# Time	totalLift	frontLift	rearLift	drag	side	Xmoment	Ymoment	Zmoment
50	7.692245e-01	7.207402e+00	-6.438177e+00	-6.637547e-02	0.000000e+00	-5.494461e-04	-4.741105e-05	-1.949368e-01
