# Time	massFlux	Tmin	Tmax	Tmean	TstDev	Umin	Umax	Umean	UstDev	pmin	pmax	pmean	pstDev	ptotmin	ptotmax	ptotmean	ptotstDev
50	0.16473263	355.4975	356.10402	355.8087	0.15963573	0.0072223529	0.033360232	0.022101463	0.0079689137	0	0	0	0	0.025738749	0.54913236	0.27236093	0.16755645
