# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev
10	0.00223898616	( 0.5666666666 -0.6333333333 -0.9666666667 )	61.6015906	( -0.3103654423 -0.208735276 -0.002381646035 )	0.2021920301	0.7505416994
