# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	rhomin	rhomin location	rhomax	rhomax location	rhomean	rhostDev
50	2.777176503e-07	( 0.02209708691 0.02386485386 -0.02375 )	41.78996818	( -0.03011264796 0.01679183107 0.00125 )	30.88854935	13.93230509	85599.23231	( 0.03270368863 0.04861359121 0.00875 )	150000	( -0.1450294046 0.0008821370751 -0.02375 )	124973.0866	24808.98311	1.111047221	( 0.03800698949 0.1069499006 0.02375 )	1.42143493	( -0.09135073424 0.03270146847 0.02125 )	1.259991475	0.128624349
