# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	rhomin	rhomin location	rhomax	rhomax location	rhomean	rhostDev
10	2.986605702e-19	( 0.02740038777 0.04684582426 -0.00375 )	45.86449938	( -0.1380933734 0.03093373448 0.01875 )	24.97888043	17.1361703	99880.04077	( 0.04861359121 0.09634329894 -0.00875 )	150000	( -0.1450294046 0.0008821370751 -0.02375 )	131996.4898	23762.40827	1.169228186	( 0.06629126074 0.07866562941 -0.00125 )	1.243001857	( -0.1457365017 0.02209505087 -0.02375 )	1.209904403	0.02757493562
