# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
50	740.6219988	( 3.050018185 -0.3499466216 -0.3499818146 )	742.117871	( 3.749987115 0.04994593744 0.3499871151 )	741.3278555	0.3052166574
