# Time	aspectRatiomin	aspectRatiomin location	aspectRatiomax	aspectRatiomax location	aspectRatiomean	aspectRatiostDev	determinantmin	determinantmin location	determinantmax	determinantmax location	determinantmean	determinantstDev	nonOrthogonalitymin	nonOrthogonalitymin location	nonOrthogonalitymax	nonOrthogonalitymax location	nonOrthogonalitymean	nonOrthogonalitystDev	skewnessmin	skewnessmin location	skewnessmax	skewnessmax location	skewnessmean	skewnessstDev	volumeRatiomin	volumeRatiomin location	volumeRatiomax	volumeRatiomax location	volumeRatiomean	volumeRatiostDev
0	4.354471668	( 0.02122447993 -0.05248577537 0.005 )	11.68877453	( 0.08034704827 0.0561091614 0.005 )	5.361250571	0.2951060532	0.284600126	( 0.06430272175 0.08593989334 0.005 )	0.5918999588	( 0.1167951329 0.0293476564 0.005 )	0.5212369459	0.01176468364	0	( -0.038875 -0.2985 0.005 )	49.62279071	( 0.06448955222 0.08264603762 0.005 )	0.3911558889	2.030264996	0	( 0.008375 -0.2805 0.005 )	0.5520550359	( 0.1344639586 0.01361446663 0.005 )	0.003024787844	0.02566424825	0.3350633739	( 0.01516315077 -0.06699073733 0.005 )	1	( -0.038875 -0.2985 0.005 )	0.9873458451	0.06707281756
