# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
0.0101858	4.080057882e-05	( -0.06747220027 0.07203933543 0.005 )	1.515016435	( -0.0462117368 0.001512815788 0.005 )	0.0500907195	0.0773457348	-466.2465909	( -0.001594550562 -0.04870848358 0.005 )	1279.875303	( -0.04371505597 -0.00143108261 0.005 )	110.6507092	175.6110951	273.15	( 0.02125173462 -0.0006957097563 0.005 )	273.15	( 0.02125173462 -0.0006957097563 0.005 )	273.15	1.136868377e-13
