# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	totalVolume
0.1	0.02368310145	( 3.277760217 -3.216760514 -0.8125592533 )	11.12047619	( -9.18058496 -19.3830319 1.815795327 )	2.716421637	1.159183901	-108533.622	( 5.173742617 19.81550946 -1.293006693 )	0	( -9.360838415 -14.67693097 -9.698044858 )	-89769.47959	26683.81544	273.15	( -9.360838415 -14.67693097 -9.698044858 )	273.15	( -9.360838415 -14.67693097 -9.698044858 )	273.15	1.017497198e-11	21500
