# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	AoAmin	AoAmin location	AoAmax	AoAmax location	AoAmean	AoAstDev
4.876121	0.01401283255	( 5.5 9.397496542 7.849792531 )	4.006184363	( 28.33333333 0.1291327914 2.617073171 )	0.9701020751	0.3818173848	-128.538195	( 20.49019608 2.910599216 2.760203922 )	9317.568168	( 14.5 0.3025068871 2.150413223 )	189.5643772	1104.007452	-0.0048422775	( 0.5 2.90255814 3.350387597 )	5.130736771	( 12.5 0.93752 2.7504 )	0.1920852754	0.7765406084
