# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	epsilonmin	epsilonmin location	epsilonmax	epsilonmax location	epsilonmean	epsilonstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev
10	7.51697	( 0.0025 -0.049375 0.0025 )	10.1642	( 0.0025 -0.033125 0.0025 )	10	0.533314	5.10676e-09	( 0.0025 -0.000625 0.0025 )	550.786	( 0.0025 0.049375 0.0025 )	18.6404	82.9776	7.28009e-11	( 0.0025 -0.003125 0.0025 )	1.11344	( 0.0025 -0.048125 0.0025 )	0.0921921	0.275407
