# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
0.0116794	0.001703658525	( 0.2856521739 0.5776190352 0.0073 )	0.839311971	( 0.294999935 0.2968565858 0.0073 )	0.06867458662	0.04763736019	0.03948240275	( 0.006347826085 0.5776190352 0.0073 )	11828.45653	( 0.006347826085 0.002999935 0.0073 )	280.0991097	1171.330825	273.15	( 0.006347826085 0.002999935 0.0073 )	273.15	( 0.006347826085 0.002999935 0.0073 )	273.15	5.798028724e-12
