# Time           	massFlux         	Umin             	Umax             	Umean            	UstDev           	pmin             	pmax             	pmean            	pstDev           
32 7.243995678 81.16466066 144.5585228 131.9888781 13.7085685 -21773.77383 -21773.77383 -21773.77383 3.637978807e-12
33 7.272503182 81.80220233 144.8546047 132.3271471 13.6193621 -22025.74826 -22025.74826 -22025.74826 2.546585165e-11
34 7.299838458 82.64542505 145.1286242 132.6401379 13.55438395 -22267.51716 -22267.51716 -22267.51716 7.275957614e-12
35 7.325959092 83.61038797 145.384918 132.9196119 13.49886253 -22499.16261 -22499.16261 -22499.16261 3.637978807e-12
36 7.350706951 84.60545961 145.6144315 133.1642812 13.45223281 -22721.17008 -22721.17008 -22721.17008 3.637978807e-12
37 7.374378668 85.55604981 145.8336823 133.4017737 13.40584711 -22933.93314 -22933.93314 -22933.93314 7.275957614e-12
38 7.397075905 86.42208369 146.0429212 133.6337525 13.36481521 -23137.78181 -23137.78181 -23137.78181 7.275957614e-12
39 7.418626095 87.17804707 146.243857 133.8497073 13.32860314 -23333.07355 -23333.07355 -23333.07355 3.637978807e-12
40 7.439117641 87.81169993 146.4368085 134.0592985 13.28941298 -23520.33604 -23520.33604 -23520.33604 7.275957614e-12
41 7.458363182 88.38951305 146.6233425 134.2578488 13.25096222 -23700.24021 -23700.24021 -23700.24021 0
42 7.476736564 88.96600461 146.8042563 134.4431384 13.21122653 -23873.72304 -23873.72304 -23873.72304 1.455191523e-11
43 7.494342055 89.53376859 146.9800019 134.6211496 13.17238995 -24041.16762 -24041.16762 -24041.16762 7.275957614e-12
44 7.511027181 90.10294208 147.1504427 134.7995931 13.12163608 -24202.87289 -24202.87289 -24202.87289 1.455191523e-11
45 7.526951345 90.67116931 147.3152239 134.9748906 13.06309507 -24358.98537 -24358.98537 -24358.98537 7.275957614e-12
46 7.542188976 90.29533336 147.4747154 135.1466288 13.00035175 -24509.50466 -24509.50466 -24509.50466 0
47 7.556744779 90.08310668 147.6291018 135.3141526 12.93353166 -24654.45991 -24654.45991 -24654.45991 0
48 7.570740967 90.03209974 147.7782294 135.4803647 12.8604855 -24793.91691 -24793.91691 -24793.91691 0
49 7.584192155 90.13512774 147.9223781 135.6413343 12.78551456 -24928.0571 -24928.0571 -24928.0571 1.091393642e-11
50 7.597082324 90.45045002 148.0618474 135.7957737 12.70748631 -25057.10539 -25057.10539 -25057.10539 0
51 7.609358287 90.96928069 148.1964709 135.9450588 12.62629794 -25181.23782 -25181.23782 -25181.23782 1.091393642e-11
52 7.621106998 91.55294186 148.3261751 136.0893768 12.54555497 -25300.77611 -25300.77611 -25300.77611 3.637978807e-12
53 7.63242828 92.15679996 148.451134 136.2282552 12.46667318 -25415.90803 -25415.90803 -25415.90803 3.637978807e-12
54 7.643326318 92.75643375 148.5714329 136.3611782 12.39071521 -25526.70293 -25526.70293 -25526.70293 2.182787284e-11
55 7.653802063 93.34153791 148.687197 136.4880314 12.31851702 -25633.22491 -25633.22491 -25633.22491 7.275957614e-12
56 7.663878769 93.90310848 148.7986766 136.6102047 12.24956314 -25735.5695 -25735.5695 -25735.5695 1.091393642e-11
57 7.673477076 94.43778855 148.9060803 136.7225974 12.19632397 -25833.8143 -25833.8143 -25833.8143 1.818989404e-11
58 7.682599307 94.9470486 149.0095212 136.8265847 12.1533624 -25928.14017 -25928.14017 -25928.14017 1.455191523e-11
59 7.691350557 95.43501802 149.1094001 136.9245094 12.11568643 -26018.74347 -26018.74347 -26018.74347 1.091393642e-11
60 7.699694277 95.90431202 149.2059934 137.0187798 12.07927856 -26105.79945 -26105.79945 -26105.79945 3.637978807e-12
61 7.707722591 96.35673062 149.2993398 137.1110698 12.04122493 -26189.5411 -26189.5411 -26189.5411 1.818989404e-11
62 7.715440659 96.79634995 149.3895177 137.2025614 11.99825843 -26269.95739 -26269.95739 -26269.95739 7.275957614e-12
63 7.722814778 97.2259319 149.4764147 137.2919314 11.95222115 -26347.00516 -26347.00516 -26347.00516 1.091393642e-11
64 7.729830535 97.6470449 149.5612205 137.3760356 11.90711059 -26420.75522 -26420.75522 -26420.75522 0
65 7.736557721 98.05874013 149.6430812 137.459975 11.85874943 -26491.30073 -26491.30073 -26491.30073 0
66 7.743008028 98.46166832 149.723255 137.5413071 11.81040696 -26558.67469 -26558.67469 -26558.67469 1.091393642e-11
67 7.749164379 98.85682899 149.8014418 137.6187566 11.76639445 -26622.93389 -26622.93389 -26622.93389 1.091393642e-11
68 7.755032028 99.18735175 149.8776199 137.6918456 11.72907771 -26684.18363 -26684.18363 -26684.18363 3.637978807e-12
69 7.760643831 99.17710591 149.9515992 137.7610232 11.69614105 -26742.60087 -26742.60087 -26742.60087 3.637978807e-12
70 7.766031502 99.18774536 150.0234525 137.8267605 11.66621932 -26798.33816 -26798.33816 -26798.33816 7.275957614e-12
71 7.771130728 99.15524328 150.0931575 137.8888614 11.64020268 -26851.47812 -26851.47812 -26851.47812 0
72 7.775968451 98.91018296 150.1610696 137.9459384 11.6211173 -26902.15747 -26902.15747 -26902.15747 1.091393642e-11
73 7.78057968 98.63040501 150.2271662 137.999853 11.60505374 -26950.49556 -26950.49556 -26950.49556 7.275957614e-12
74 7.784965307 98.41029288 150.2906426 138.0514993 11.58941713 -26996.59153 -26996.59153 -26996.59153 3.637978807e-12
75 7.789140612 98.29463832 150.3519976 138.1016729 11.5727235 -27040.56171 -27040.56171 -27040.56171 7.275957614e-12
76 7.793117523 98.29703154 150.4105968 138.1508059 11.55413573 -27082.52201 -27082.52201 -27082.52201 7.275957614e-12
77 7.796915353 98.41097744 150.4662935 138.1991534 11.53350379 -27122.59209 -27122.59209 -27122.59209 1.091393642e-11
78 7.800550391 98.61503936 150.5190777 138.2462956 11.51067054 -27160.87816 -27160.87816 -27160.87816 3.637978807e-12
79 7.804017447 98.88352908 150.5680193 138.292093 11.48559542 -27197.46807 -27197.46807 -27197.46807 1.091393642e-11
80 7.807355364 99.19153139 150.6142186 138.3369433 11.45963684 -27232.47935 -27232.47935 -27232.47935 7.275957614e-12
81 7.810574535 99.50144718 150.6580909 138.3802207 11.43427392 -27265.96476 -27265.96476 -27265.96476 0
82 7.813585476 99.77929197 150.6990322 138.4212912 11.41004551 -27297.73925 -27297.73925 -27297.73925 1.455191523e-11
83 7.816550316 99.99762225 150.7377521 138.4606027 11.38792715 -27328.38182 -27328.38182 -27328.38182 3.637978807e-12
84 7.819308906 100.1422815 150.7736354 138.4972325 11.36838765 -27357.47064 -27357.47064 -27357.47064 3.637978807e-12
85 7.821957695 100.2125347 150.8075362 138.531623 11.35158046 -27385.31828 -27385.31828 -27385.31828 0
86 7.824486076 100.2183177 150.8393682 138.5638126 11.33715075 -27411.99822 -27411.99822 -27411.99822 7.275957614e-12
87 7.826894198 100.1777318 150.8693346 138.5940654 11.3246591 -27437.55543 -27437.55543 -27437.55543 7.275957614e-12
88 7.829184263 100.1114303 150.8975746 138.6225154 11.31356956 -27462.01497 -27462.01497 -27462.01497 1.818989404e-11
89 7.831363317 100.0411032 150.9241982 138.6495802 11.3031175 -27485.39598 -27485.39598 -27485.39598 7.275957614e-12
90 7.83343783 99.98459697 150.9493005 138.6754662 11.29275718 -27507.71774 -27507.71774 -27507.71774 7.275957614e-12
91 7.835413107 99.95460619 150.9729634 138.7003338 11.28210664 -27529.00267 -27529.00267 -27529.00267 1.818989404e-11
92 7.837294681 99.95734466 150.995255 138.7242785 11.27095705 -27549.27593 -27549.27593 -27549.27593 7.275957614e-12
93 7.83908793 99.9937834 151.0162573 138.7473605 11.25924163 -27568.57165 -27568.57165 -27568.57165 3.637978807e-12
94 7.84079952 100.0600394 151.0360341 138.7696181 11.24704316 -27586.9214 -27586.9214 -27586.9214 0
95 7.842434348 100.1451077 151.0546818 138.791049 11.23459986 -27604.3653 -27604.3653 -27604.3653 2.182787284e-11
96 7.843999227 100.2319423 151.0723057 138.8114251 11.22248638 -27620.95124 -27620.95124 -27620.95124 1.818989404e-11
97 7.84549664 100.3104716 151.0889918 138.8303092 11.21139441 -27636.7229 -27636.7229 -27636.7229 7.275957614e-12
98 7.84693062 100.3759175 151.1047757 138.8482487 11.20096431 -27651.72025 -27651.72025 -27651.72025 1.455191523e-11
99 7.848307952 100.4264531 151.1197116 138.8651377 11.19110222 -27665.99107 -27665.99107 -27665.99107 7.275957614e-12
100 7.849631144 100.4606187 151.1338348 138.8809703 11.18171641 -27679.59418 -27679.59418 -27679.59418 1.091393642e-11
101 7.850881786 100.4769948 151.1471531 138.8957724 11.17278372 -27692.56343 -27692.56343 -27692.56343 0
102 7.852075121 100.4804584 151.1596879 138.9096438 11.164176 -27704.95483 -27704.95483 -27704.95483 3.637978807e-12
103 7.85322245 100.4781143 151.1714986 138.9227169 11.15569096 -27716.82703 -27716.82703 -27716.82703 1.091393642e-11
104 7.854331026 100.4657033 151.1826624 138.9350039 11.14750258 -27728.2414 -27728.2414 -27728.2414 1.455191523e-11
105 7.855399144 100.4480694 151.1932181 138.9463475 11.13995552 -27739.2242 -27739.2242 -27739.2242 3.637978807e-12
106 7.856430487 100.4295221 151.2032018 138.9571811 11.13229428 -27749.80179 -27749.80179 -27749.80179 1.091393642e-11
107 7.85742268 100.4119528 151.212681 138.9675501 11.12445225 -27760.00025 -27760.00025 -27760.00025 7.275957614e-12
108 7.858371605 100.395549 151.2195293 138.9774684 11.11628549 -27769.85877 -27769.85877 -27769.85877 3.637978807e-12
109 7.859285603 100.3798219 151.222502 138.9868181 11.10773677 -27779.42234 -27779.42234 -27779.42234 7.275957614e-12
110 7.8601708 100.3643796 151.2252531 138.9958321 11.0989218 -27788.72807 -27788.72807 -27788.72807 2.182787284e-11
111 7.861025778 100.3492956 151.2275056 139.0044634 11.0896327 -27797.79854 -27797.79854 -27797.79854 0
112 7.861853323 100.3345813 151.2292009 139.0130113 11.07934404 -27806.64229 -27806.64229 -27806.64229 7.275957614e-12
113 7.862653187 100.3201898 151.2303807 139.0213942 11.06862093 -27815.26253 -27815.26253 -27815.26253 1.091393642e-11
114 7.863426301 100.3060071 151.2310503 139.029553 11.0577747 -27823.6761 -27823.6761 -27823.6761 7.275957614e-12
115 7.864163584 100.2918433 151.2311935 139.0374369 11.04695319 -27831.89208 -27831.89208 -27831.89208 1.091393642e-11
116 7.864859823 100.2774786 151.2307775 139.045072 11.03627757 -27839.91515 -27839.91515 -27839.91515 3.637978807e-12
117 7.865524727 100.2626683 151.2298435 139.0525229 11.02580344 -27847.76685 -27847.76685 -27847.76685 3.637978807e-12
118 7.86615639 100.2471916 151.2284837 139.0597351 11.01552755 -27855.46174 -27855.46174 -27855.46174 7.275957614e-12
119 7.86675881 100.2309044 151.2272028 139.0667751 11.00548903 -27863.01928 -27863.01928 -27863.01928 3.637978807e-12
120 7.867334763 100.2137645 151.2261365 139.0736908 10.99574391 -27870.4323 -27870.4323 -27870.4323 7.275957614e-12
121 7.867883813 100.1958482 151.2252757 139.0804714 10.98635859 -27877.68582 -27877.68582 -27877.68582 0
122 7.868403485 100.1772632 151.2246606 139.0869324 10.97786569 -27884.76431 -27884.76431 -27884.76431 7.275957614e-12
123 7.868891035 100.1578466 151.2244804 139.0932836 10.96999566 -27891.66725 -27891.66725 -27891.66725 1.091393642e-11
124 7.869356563 100.1356684 151.2248483 139.0996238 10.96269968 -27898.39638 -27898.39638 -27898.39638 1.091393642e-11
125 7.869798547 100.1118132 151.2259574 139.1059223 10.95602443 -27904.93293 -27904.93293 -27904.93293 1.091393642e-11
126 7.870214569 100.0871073 151.2279971 139.1120151 10.95047697 -27911.27249 -27911.27249 -27911.27249 7.275957614e-12
127 7.870608366 100.0621231 151.2311254 139.1178936 10.94607873 -27917.42433 -27917.42433 -27917.42433 7.275957614e-12
128 7.87098819 100.0372998 151.2354628 139.1237988 10.94240644 -27923.4046 -27923.4046 -27923.4046 3.637978807e-12
129 7.871354672 100.0130913 151.2410925 139.1297397 10.93949072 -27929.20673 -27929.20673 -27929.20673 0
130 7.871712825 99.98999819 151.2480739 139.1357395 10.93735166 -27934.82998 -27934.82998 -27934.82998 7.275957614e-12
131 7.872067905 99.9685048 151.2564246 139.1417941 10.9360323 -27940.28505 -27940.28505 -27940.28505 0
132 7.872432682 99.9490383 151.2661639 139.1477637 10.93612043 -27945.57314 -27945.57314 -27945.57314 3.637978807e-12
133 7.872816156 99.93181898 151.2774437 139.1517286 10.93658175 -27950.70609 -27950.70609 -27950.70609 1.091393642e-11
134 7.873216334 99.91697908 151.2896147 139.158089 10.9380918 -27955.66358 -27955.66358 -27955.66358 1.455191523e-11
135 7.87360999 99.9046059 151.3028591 139.1644334 10.94003285 -27960.4452 -27960.4452 -27960.4452 7.275957614e-12
136 7.873985183 99.89461183 151.3169167 139.1705298 10.94219538 -27965.06493 -27965.06493 -27965.06493 7.275957614e-12
137 7.874346332 99.88688314 151.3311265 139.1765345 10.94504126 -27969.55683 -27969.55683 -27969.55683 0
138 7.874700321 99.88098487 151.3454059 139.1821243 10.94834594 -27973.92971 -27973.92971 -27973.92971 3.637978807e-12
139 7.875067036 99.87638557 151.3596042 139.1876203 10.95192146 -27978.19125 -27978.19125 -27978.19125 3.637978807e-12
140 7.875489159 99.87235637 151.3735685 139.193309 10.95559724 -27982.80664 -27982.80664 -27982.80664 0
141 7.875845704 99.86902703 151.3865646 139.1984665 10.95900539 -27987.18922 -27987.18922 -27987.18922 0
142 7.876183378 99.86714239 151.3988373 139.2034739 10.96235246 -27991.3394 -27991.3394 -27991.3394 0
143 7.876503479 99.86665614 151.4099135 139.2082214 10.96558312 -27995.28863 -27995.28863 -27995.28863 7.275957614e-12
144 7.87677946 99.867441 151.4196709 139.2125325 10.96865288 -27998.78859 -27998.78859 -27998.78859 3.637978807e-12
145 7.877103453 99.86870189 151.423452 139.2166651 10.97139692 -28002.50278 -28002.50278 -28002.50278 1.091393642e-11
146 7.87736314 99.86997755 151.4262076 139.2217762 10.97405185 -28005.89009 -28005.89009 -28005.89009 3.637978807e-12
147 7.877661606 99.87139515 151.4296503 139.2253767 10.9763725 -28009.42734 -28009.42734 -28009.42734 3.637978807e-12
148 7.877904817 99.87293725 151.4328014 139.2287325 10.97852055 -28012.61352 -28012.61352 -28012.61352 1.091393642e-11
149 7.87815637 99.87473762 151.4361749 139.232083 10.98052903 -28015.64994 -28015.64994 -28015.64994 7.275957614e-12
150 7.878398201 99.87623559 151.4395167 139.2352127 10.98245449 -28018.53577 -28018.53577 -28018.53577 1.091393642e-11
151 7.87862667 99.87713256 151.44288 139.2381813 10.98433865 -28021.25721 -28021.25721 -28021.25721 7.275957614e-12
152 7.878845568 99.87734884 151.446236 139.2410503 10.9861153 -28023.81802 -28023.81802 -28023.81802 1.091393642e-11
153 7.879053853 99.87690209 151.449535 139.2438205 10.98776086 -28026.21398 -28026.21398 -28026.21398 0
154 7.879247668 99.87589898 151.4528921 139.2465088 10.98926616 -28028.44193 -28028.44193 -28028.44193 3.637978807e-12
155 7.879429049 99.87451338 151.456268 139.248961 10.99100484 -28030.50979 -28030.50979 -28030.50979 2.182787284e-11
156 7.879603463 99.87255807 151.4594841 139.2512981 10.99260038 -28032.41946 -28032.41946 -28032.41946 7.275957614e-12
157 7.879774565 99.87063753 151.4625218 139.2535842 10.99388428 -28034.1688 -28034.1688 -28034.1688 3.637978807e-12
158 7.879938983 99.86933315 151.4653614 139.2558273 10.99478818 -28035.75225 -28035.75225 -28035.75225 7.275957614e-12
159 7.880100813 99.86910661 151.4679902 139.2580592 10.99519449 -28037.16629 -28037.16629 -28037.16629 3.637978807e-12
160 7.880275902 99.87019855 151.4704317 139.2603411 10.99510358 -28038.48948 -28038.48948 -28038.48948 3.637978807e-12
161 7.880431671 99.87281845 151.4725093 139.2624656 10.99449006 -28039.55601 -28039.55601 -28039.55601 3.637978807e-12
162 7.880603274 99.8769414 151.4744435 139.2645495 10.99344288 -28040.52256 -28040.52256 -28040.52256 7.275957614e-12
163 7.880766453 99.88227425 151.47604 139.2664381 10.99193348 -28041.30341 -28041.30341 -28041.30341 1.091393642e-11
164 7.880921611 99.88861105 151.4773443 139.2680992 10.99008771 -28041.86312 -28041.86312 -28041.86312 3.637978807e-12
165 7.881068203 99.89555934 151.4783401 139.2694512 10.98799695 -28042.18816 -28042.18816 -28042.18816 3.637978807e-12
166 7.881214864 99.90243315 151.4790707 139.2704812 10.98573597 -28042.28731 -28042.28731 -28042.28731 3.637978807e-12
167 7.881350395 99.90837717 151.4795447 139.2711237 10.98336308 -28042.17528 -28042.17528 -28042.17528 1.455191523e-11
168 7.881469116 99.91307853 151.4798012 139.2713867 10.98089909 -28041.87572 -28041.87572 -28041.87572 1.091393642e-11
169 7.881577455 99.91634411 151.4798436 139.2712913 10.97836915 -28041.41105 -28041.41105 -28041.41105 3.637978807e-12
170 7.881658993 99.91813377 151.4797065 139.2709088 10.97575358 -28040.84682 -28040.84682 -28040.84682 7.275957614e-12
171 7.881712898 99.91864046 151.4793025 139.2702164 10.97300337 -28040.13124 -28040.13124 -28040.13124 0
172 7.881752631 99.91819414 151.4787312 139.2692647 10.97008443 -28039.31925 -28039.31925 -28039.31925 3.637978807e-12
173 7.881788344 99.91710627 151.4780056 139.2681576 10.96691918 -28038.39388 -28038.39388 -28038.39388 1.091393642e-11
174 7.881808217 99.91567755 151.4703868 139.2666213 10.96319451 -28037.4095 -28037.4095 -28037.4095 1.091393642e-11
175 7.881799758 99.91418378 151.4582695 139.2645408 10.95906245 -28036.36048 -28036.36048 -28036.36048 0
176 7.881756593 99.91286222 151.4460121 139.2624809 10.95456407 -28035.26388 -28035.26388 -28035.26388 7.275957614e-12
177 7.881676881 99.91185684 151.4335022 139.2603447 10.94958131 -28034.14536 -28034.14536 -28034.14536 7.275957614e-12
178 7.881570411 99.91115567 151.4211915 139.2578103 10.94420269 -28033.03175 -28033.03175 -28033.03175 3.637978807e-12
179 7.881456787 99.91007355 151.4093775 139.2552948 10.93874854 -28031.9411 -28031.9411 -28031.9411 7.275957614e-12
180 7.881336973 99.90897066 151.3984809 139.2528334 10.93302329 -28030.87124 -28030.87124 -28030.87124 7.275957614e-12
181 7.881207874 99.90823122 151.3887336 139.2505612 10.92693438 -28029.82007 -28029.82007 -28029.82007 7.275957614e-12
182 7.881080604 99.90801076 151.3800875 139.2486 10.92062778 -28028.78679 -28028.78679 -28028.78679 0
183 7.88097153 99.90823703 151.3728626 139.2469858 10.91419824 -28027.7658 -28027.7658 -28027.7658 0
184 7.880890736 99.90875614 151.3672154 139.2455201 10.90804425 -28026.74108 -28026.74108 -28026.74108 1.091393642e-11
185 7.880830803 99.90950066 151.3623963 139.2441372 10.90221517 -28025.68933 -28025.68933 -28025.68933 7.275957614e-12
186 7.880786281 99.91054099 151.3581171 139.2429566 10.89639246 -28024.58124 -28024.58124 -28024.58124 0
187 7.880753333 99.91196759 151.3541314 139.24192 10.89066949 -28023.45885 -28023.45885 -28023.45885 1.455191523e-11
188 7.880718728 99.91385295 151.3501509 139.2409306 10.88508521 -28022.32634 -28022.32634 -28022.32634 0
189 7.880682433 99.91626324 151.3460222 139.2399639 10.87968349 -28021.21184 -28021.21184 -28021.21184 1.091393642e-11
190 7.880635908 99.91920953 151.341563 139.2386949 10.87492338 -28020.1381 -28020.1381 -28020.1381 1.091393642e-11
191 7.880587714 99.92262855 151.3366719 139.2373659 10.87027772 -28019.13237 -28019.13237 -28019.13237 1.091393642e-11
192 7.880539211 99.92639093 151.3312796 139.2360327 10.86557181 -28018.28044 -28018.28044 -28018.28044 7.275957614e-12
193 7.880468416 99.9305568 151.3252416 139.2346177 10.86079313 -28017.39733 -28017.39733 -28017.39733 3.637978807e-12
194 7.880395211 99.93511023 151.3186745 139.2331744 10.85599537 -28016.54483 -28016.54483 -28016.54483 3.637978807e-12
195 7.880320612 99.93971417 151.3115749 139.2316795 10.85116564 -28015.75583 -28015.75583 -28015.75583 1.091393642e-11
196 7.88023811 99.94405624 151.3040197 139.2301367 10.84631226 -28015.02884 -28015.02884 -28015.02884 1.091393642e-11
197 7.880143236 99.94793109 151.2961106 139.2285477 10.84144125 -28014.35807 -28014.35807 -28014.35807 1.091393642e-11
198 7.880043616 99.95120294 151.2879559 139.2269705 10.83654325 -28013.73393 -28013.73393 -28013.73393 0
199 7.879939047 99.95381863 151.2796975 139.2253966 10.83162659 -28013.12607 -28013.12607 -28013.12607 0
200 7.879831794 99.95578346 151.271482 139.2238478 10.82671621 -28012.52188 -28012.52188 -28012.52188 3.637978807e-12
201 7.879722457 99.95714449 151.2634246 139.2223181 10.82187539 -28011.90647 -28011.90647 -28011.90647 2.182787284e-11
202 7.879604846 99.95797892 151.2556625 139.220656 10.81755952 -28011.27026 -28011.27026 -28011.27026 3.637978807e-12
203 7.879481044 99.9583484 151.2482498 139.218953 10.81350669 -28010.59677 -28010.59677 -28010.59677 7.275957614e-12
204 7.879356171 99.95829347 151.2412446 139.2172546 10.80954957 -28009.90507 -28009.90507 -28009.90507 1.455191523e-11
205 7.879225695 99.95785934 151.2346502 139.2153684 10.80545991 -28009.19113 -28009.19113 -28009.19113 1.091393642e-11
206 7.879090707 99.95697318 151.2284153 139.2133902 10.80129443 -28008.44919 -28008.44919 -28008.44919 3.637978807e-12
207 7.87895293 99.95573737 151.2224682 139.2114917 10.79719139 -28007.66698 -28007.66698 -28007.66698 0
208 7.878811036 99.95426058 151.2166865 139.2096306 10.79311732 -28006.83296 -28006.83296 -28006.83296 1.091393642e-11
209 7.878666836 99.95261759 151.2109758 139.2077832 10.78907634 -28005.9286 -28005.9286 -28005.9286 7.275957614e-12
210 7.878521758 99.95076576 151.2052665 139.2051301 10.78512849 -28004.96919 -28004.96919 -28004.96919 1.818989404e-11
211 7.878370942 99.94859096 151.1993651 139.202102 10.78114019 -28003.93596 -28003.93596 -28003.93596 0
212 7.878213258 99.94595782 151.1930981 139.2002449 10.77738165 -28002.84288 -28002.84288 -28002.84288 0
213 7.878060448 99.94258601 151.1866366 139.198204 10.77352406 -28001.85222 -28001.85222 -28001.85222 7.275957614e-12
214 7.877870454 99.93845021 151.1796435 139.1956491 10.76920581 -28000.77316 -28000.77316 -28000.77316 1.091393642e-11
215 7.87766805 99.93367739 151.1720343 139.1929366 10.76474582 -27999.62169 -27999.62169 -27999.62169 1.818989404e-11
216 7.877472233 99.92806115 151.1640371 139.1901554 10.76015351 -27998.56629 -27998.56629 -27998.56629 3.637978807e-12
217 7.877244759 99.92161783 151.1554045 139.1871397 10.75536698 -27997.4442 -27997.4442 -27997.4442 1.091393642e-11
218 7.877005171 99.91452761 151.1462945 139.1839976 10.75044005 -27996.26531 -27996.26531 -27996.26531 1.091393642e-11
219 7.876772472 99.90662176 151.1367892 139.1807767 10.74536666 -27995.20531 -27995.20531 -27995.20531 3.637978807e-12
220 7.876495128 99.89786419 151.1267481 139.1771164 10.74002155 -27994.07149 -27994.07149 -27994.07149 3.637978807e-12
221 7.876199956 99.88850819 151.1164484 139.1734135 10.73462442 -27992.87955 -27992.87955 -27992.87955 3.637978807e-12
222 7.875917685 99.87848759 151.1059824 139.1697683 10.72918663 -27991.85564 -27991.85564 -27991.85564 0
223 7.875603186 99.86808775 151.0953032 139.1660072 10.72367932 -27990.7313 -27990.7313 -27990.7313 7.275957614e-12
224 7.875313654 99.85719518 151.0849099 139.1624418 10.71825528 -27989.78281 -27989.78281 -27989.78281 7.275957614e-12
225 7.875002035 99.84599526 151.0746424 139.158855 10.71288929 -27988.7242 -27988.7242 -27988.7242 1.091393642e-11
226 7.87471798 99.83501237 151.0650107 139.1555006 10.70774885 -27987.7428 -27987.7428 -27987.7428 1.091393642e-11
227 7.874444787 99.82456003 151.056019 139.1522943 10.70286546 -27986.79818 -27986.79818 -27986.79818 3.637978807e-12
228 7.874175182 99.81526553 151.047774 139.1492971 10.69832343 -27985.8115 -27985.8115 -27985.8115 0
229 7.87394073 99.80760179 151.0410059 139.1466733 10.69423204 -27984.94357 -27984.94357 -27984.94357 1.091393642e-11
230 7.87370989 99.80205421 151.0352169 139.1442363 10.69055668 -27984.03603 -27984.03603 -27984.03603 3.637978807e-12
231 7.873501171 99.79914936 151.0303743 139.1420608 10.68735717 -27983.12888 -27983.12888 -27983.12888 1.455191523e-11
232 7.873325128 99.79906434 151.0264748 139.1401365 10.68464423 -27982.25956 -27982.25956 -27982.25956 3.637978807e-12
233 7.873201421 99.80173149 151.0235514 139.1385856 10.68240615 -27981.58175 -27981.58175 -27981.58175 0
234 7.873082916 99.80726766 151.0212855 139.1372054 10.6805668 -27980.88887 -27980.88887 -27980.88887 0
235 7.872990468 99.81585206 151.0197283 139.1360797 10.67915602 -27980.2149 -27980.2149 -27980.2149 2.546585165e-11
236 7.872915901 99.82729033 151.0186068 139.135093 10.67806703 -27979.55491 -27979.55491 -27979.55491 3.637978807e-12
237 7.872876082 99.84118325 151.0178534 139.1343084 10.6772194 -27979.03862 -27979.03862 -27979.03862 0
238 7.872861163 99.8570838 151.0172004 139.1336594 10.67648383 -27978.69509 -27978.69509 -27978.69509 7.275957614e-12
239 7.872866791 99.87466152 151.0164635 139.1331257 10.67576208 -27978.53632 -27978.53632 -27978.53632 3.637978807e-12
240 7.872902801 99.89347109 151.0154944 139.1327414 10.67494785 -27978.67537 -27978.67537 -27978.67537 1.818989404e-11
241 7.872930818 99.9131065 151.0138566 139.1323136 10.67388255 -27978.98995 -27978.98995 -27978.98995 3.637978807e-12
