# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	nuTildamin	nuTildamin location	nuTildamax	nuTildamax location	nuTildamean	nuTildastDev	totalVolume
0.001	0.1436038526061979	( -0.8258331976240363 -0.1630680537484098 0.009878170029315979 )	69.06982626605487	( -0.00567724262195311 -0.1955836936411754 0.1312904999371841 )	35.94205506802496	1.636818470680127	-1464.879364649228	( -0.8452981286869464 0.1783157146757222 0.02189612203566459 )	556.1180316080504	( -1.045538875448167 0.005960312702142796 0.1709372265339521 )	-4.842464750937929	25.08393729681854	4.62266863851932e-05	( -1.045538875448167 0.005960312702142796 0.1709372265339521 )	0.05476671673012881	( 2.109095218359909 -3.918163545520937e-17 0.06235597893865975 )	0.005517744228606285	0.006963356433420739	23.96006261537368
