# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	rhomin	rhomin location	rhomax	rhomax location	rhomean	rhostDev
0.02	0.8735595159	( -0.00875 -0.02625 0.01375 )	3.098309008	( 0.01372149396 0.02239137969 -0.00125 )	1.983375833	0.2604941223	96987.23702	( 0.02517965295 0.007458600522 -0.00125 )	102607.4001	( 0.06286668322 0.03852475287 0.00125 )	100646.9346	751.4941603	991.6172495	( -0.00125 -0.02625 0.02375 )	994.5114673	( -0.04875 0.04625 0.00125 )	994.1998692	0.4418191424
