# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
10	390.7531483	( 0.01537016167 0.008509160781 0.01075586063 )	396.3017647	( 0.05150381721 0.009997989075 0.009999856669 )	394.564988	1.557951774
