# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	sigmamin	sigmamin location	sigmamax	sigmamax location	sigmamean	sigmastDev
0.05	0.016370867	( 1.01569e-18 0.0057533065 0 )	0.24950716	( -6.320839e-18 0.76612343 0 )	0.21992538	0.049172278	0	( 1.01569e-18 0.0057533065 0 )	1.0045773e-14	( -1.1279094e-17 0.41527795 -6.2143967e-18 )	8.0240593e-15	2.9729376e-15	7.5404742e-07	( -6.320839e-18 0.76612343 0 )	0.022697641	( 1.01569e-18 0.0057533065 0 )	0.0018158611	0.0037487796
