# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
50	728.9855806	( 0.01537016167 0.008509160781 0.01075586063 )	745.8447667	( 0.05075194212 0.009998740094 0.0099998629 )	740.2376651	4.869024683
