# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
0.01	282.1098191	( 0.0996078463 0.2527250277 -0.07968627706 )	291.5492009	( -0.001931209821 0.02070730915 -0.008102281423 )	282.110225	0.03085659243
