# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
50	285.0669291	( -0.009025201256 -0.01220205924 -0.01951860124 )	286.1205208	( 0.002414837364 0.00239362715 0.002226768255 )	285.6556118	0.2286525993
