# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
0.05	294.4281962	( -0.01436441492 -0.007405920382 0.01811185763 )	294.4500694	( -0.01025316114 -0.007980503606 -0.00118708566 )	294.4492173	0.003971155708
