# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	totalVolume
0.25	0.000560341	( 1.0125 0.078125 0.05 )	3.22237	( 0.29375 0.658413 0.05 )	0.642152	0.497903	-4854.73	( 1.0625 0.515625 0.05 )	5397.2	( 0.00625 0.658413 0.05 )	206.625	772.717	0.24
