# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	AoAmin	AoAmin location	AoAmax	AoAmax location	AoAmean	AoAstDev
0.931657	0.04873135208	( 0.5 -0.93752 2.7504 )	4.416642577	( 27.35294118 -1.251973748 2.297472047 )	0.971941448	0.2581081081	-88.49041176	( 78.33333333 15.24421383 9.016981132 )	4903.864005	( 19.5 -9.302497013 2.149820789 )	6.188429472	379.2282559	-3.161037362e-05	( 19.5 -7.952490842 3.04981685 )	0.9307445685	( 20.49019608 -0.8094814455 2.160217145 )	0.02146317994	0.1186817515
