# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	nuTildamin	nuTildamin location	nuTildamax	nuTildamax location	nuTildamean	nuTildastDev	totalVolume
0.005	0.4804242511285021	( -0.7906900316308261 0.1665104478783441 0.0009249616365356433 )	62.11694381908647	( -0.8455592909525647 0.1794868937116808 0.01579899330013496 )	35.94330238041842	1.62543641243116	-1338.097616295112	( -0.8452291064243301 0.1781075637961145 0.003680121331226333 )	685.003755882478	( -1.045538875448167 0.005960312702142796 0.1709372265339521 )	-4.447467644526261	25.28218572186603	9.627552490264653e-05	( -0.3557125832309752 0.1616392593831295 0.04958358554599425 )	0.04358033332199855	( 2.300991411794866 5.147955622249616e-17 0.09134960567449504 )	0.005253177907256048	0.006011146083514476	23.96006261537368
