# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
10	0.167276189879	( 581761.844531 4785667.92969 1075.83984748 )	17.686717352	( 581672.826213 4785707.35408 1034.94203659 )	15.6836812419	1.92566533625	-166.143579731	( 581827.761013 4785882.7676 1034.15404942 )	72.0120796144	( 581325.067962 4785844.88865 948.789888948 )	-27.3071366631	28.192042027
