# Time	Cparticulatemin	Cparticulatemin location	Cparticulatemax	Cparticulatemax location	Cparticulatemean	CparticulatestDev
50.005	4.149900106e-37	( 0.2874281967 -0.01655703022 0 )	0.9999698169	( -0.01980858154 0.01409183314 0 )	0.08748086215	0.2509011105
