# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	epsilonmin	epsilonmin location	epsilonmax	epsilonmax location	epsilonmean	epsilonstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev
50	6.5902	( 0.0025 -0.049375 0.0025 )	10.2675	( 0.0025 -0.018125 0.0025 )	10	0.723396	1.35549e-09	( 0.0025 0.010625 0.0025 )	474.987	( 0.0025 0.049375 0.0025 )	20.2898	77.8793	3.75634e-11	( 0.0025 0.010625 0.0025 )	0.815241	( 0.0025 0.049375 0.0025 )	0.0816201	0.193013
