# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
50	349.9966917	( -0.01342658535 0.01655459271 0.0005933854886 )	350	( -0.0143420478 0.01494660439 0.004081448146 )	349.9999782	0.0001078816889
