# Time	UMeanmin	UMeanmin location	UMeanmax	UMeanmax location	UMeanmean	UMeanstDev	pMeanmin	pMeanmin location	pMeanmax	pMeanmax location	pMeanmean	pMeanstDev
0.0005	0.1208932332	( 0.0002641748122 -0.0248356762 -2.5124897e-20 )	20.54027861	( 0.0007949235465 0.0001609832292 -5.290144125e-20 )	5.559740644	1.285108562	23.93996632	( 0.2874281967 -0.0003123967965 0 )	3439.44044	( -0.01980858154 0.02473835201 -7.199824155e-20 )	1350.715481	841.0219624
