# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
0.0089355	299.9990295	( 0.425 0.4916666667 0.008333333335 )	352.5356222	( -0.008333333335 0.008333333335 0.008333333335 )	300.0389617	1.362258699	6.178793409e-06	( 0.4916666667 0.9916666667 0.4916666667 )	0.3697871022	( -0.09166666667 0.008333333335 0.008333333335 )	0.01100237928	0.02315998112	101325.0957	( -0.4916666667 0.9916666667 -0.4916666667 )	101338.6434	( 0.008333333335 0.008333333335 0.008333333335 )	101330.7991	3.377760084
