# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
50	0.050251476	( -0.052500181 0.68523002 -0.052500181 )	2.1841712	( -0.12468754 0.005 0.0065625165 )	1.0433251	0.27234979	-5451.2841	( -0.17718107 0.016216683 0.0065655798 )	3942.2034	( 0.16406363 -0.0063136275 -0.0065635936 )	43.928531	280.831
