# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
0.0543562	299.9948366	( -0.1583333333 0.4916666667 -0.025 )	893.8040323	( 0.008333333335 0.008333333335 -0.008333333335 )	300.7626264	17.84916451	3.130752242e-05	( 0.4916666666 0.975 0.4916666667 )	0.3817937566	( -0.09166666667 0.025 0.008333333335 )	0.01479586694	0.02846685027	101325.0957	( 0.4916666667 0.9916666667 0.4916666667 )	101336.4262	( 0.008333333335 0.008333333335 0.1916666667 )	101330.7488	3.320376223
