# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	Umin	Umin location	Umax	Umax location	Umean	UstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev	omegamin	omegamin location	omegamax	omegamax location	omegamean	omegastDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	wmin	wmin location	wmax	wmax location	wmean	wstDev	mistmin	mistmin location	mistmax	mistmax location	mistmean	miststDev
41	295.7264712	( 0.0241553333 0.0241553333 -0.8836015108 )	300.0002777	( -1.45 1.45 -1.55 )	299.9318314	0.3182526971	0.0004585380295	( 0.02500704009 0.02500704009 0.7760837518 )	1.00247355	( -0.05593290692 0.06620059639 -0.0552048809 )	0.03570134626	0.04210189111	9.882175746e-07	( 1.35 1.35 1.95 )	0.05777110643	( -0.09414546371 0.06937154211 -0.06936832482 )	0.0002274107354	0.000917931173	0.07953517936	( 0.05 -0.05 1.95 )	23.15946831	( -0.09414546371 0.06937154211 -0.06936832482 )	0.4219825411	0.7909341966	-22.50668192	( -1.95 -1.95 1.95 )	22.66894045	( -0.05 -0.05 -1.95 )	0.0007377590701	13.32388119	0.01098762424	( -1.95 1.95 -1.65 )	0.01278673971	( 0.02500417242 0.02500417242 -0.7252633277 )	0.01105854035	0.000152251397	-1.97029396e-10	( 1.65 -0.85 -1.55 )	0.004991550349	( -0.03427669201 0.03427611986 -0.09064605133 )	6.941332531e-06	9.867638473e-05
42	295.7377939	( 0.0241553333 0.0241553333 -0.8836015108 )	300.0002659	( -1.45 1.45 -1.55 )	299.9308521	0.3211322779	0.0007407919057	( 0.02500417242 0.02500417242 0.7252633277 )	1.002448486	( -0.05593290692 0.06620059639 -0.0552048809 )	0.03527273407	0.04186486858	9.464670883e-07	( 1.95 -1.05 0.25 )	0.05804967894	( -0.09414546371 0.06937154211 -0.06936832482 )	0.0002258119783	0.0009243244509	0.07981128443	( 0.05 0.05 1.95 )	23.17408417	( -0.09414546371 0.06937154211 -0.06936832482 )	0.4166430768	0.7920787384	-22.5066097	( -1.95 -1.95 1.95 )	22.66847224	( -0.05 -0.05 -1.95 )	0.0007132422712	13.32385587	0.01098762425	( -1.95 1.95 -1.65 )	0.01280860567	( 0.02500417242 0.02500417242 -0.7252633277 )	0.01105725707	0.0001516900585	-3.103732953e-09	( 1.45 0.45 -1.55 )	0.004991550518	( -0.03427669201 0.03427611986 -0.09064605133 )	6.920890023e-06	9.900312192e-05
43	295.751658	( 0.0241553333 0.0241553333 -0.8836015108 )	300.0002751	( 1.85 1.85 -1.65 )	299.9301715	0.3243926847	0.0003826558614	( 0.02500417242 0.02500417242 0.7252633277 )	1.002424176	( -0.05593290692 0.06620059639 -0.0552048809 )	0.03493085289	0.04171219015	8.581437754e-07	( 1.95 -1.05 0.25 )	0.05830971406	( -0.09414546371 0.06937154211 -0.06936832482 )	0.0002246323892	0.0009315000063	0.08054162596	( 0.05 0.05 1.95 )	23.18775957	( -0.09414546371 0.06937154211 -0.06936832482 )	0.4122034493	0.7935347844	-22.5065578	( -1.95 -1.95 1.95 )	22.66885738	( 0.05 -0.05 -1.95 )	0.0006913229141	13.32383577	0.01098762582	( -1.95 1.95 -1.65 )	0.01282776535	( 0.02500704009 0.02500704009 -0.7760837518 )	0.01105597536	0.0001511232788	-7.626557289e-10	( 1.75 -0.95 -1.65 )	0.004991551462	( -0.03427669201 0.03427611986 -0.09064605133 )	6.917420076e-06	9.930995355e-05
44	295.7675935	( 0.0241553333 0.0241553333 -0.8836015108 )	300.0003031	( -1.85 -1.85 -1.65 )	299.9292169	0.3269327755	0.0005627037765	( 0.02500417242 0.02500417242 0.7252633277 )	1.002399962	( -0.05593290692 0.06620059639 -0.0552048809 )	0.03467056351	0.04163398281	7.913286291e-07	( 1.95 -0.95 0.35 )	0.0585534654	( -0.09414546371 0.06937154211 -0.06936832482 )	0.0002238298407	0.0009395288138	0.08158693351	( 0.05 0.05 1.95 )	23.20058232	( -0.09414546371 0.06937154211 -0.06936832482 )	0.4089346559	0.7955530161	-22.50652596	( -1.95 -1.95 1.95 )	22.67002428	( 0.05 0.05 -1.95 )	0.0006707161108	13.32381974	0.01098762847	( -1.95 1.95 -1.65 )	0.01284642901	( 0.02500704009 0.02500704009 -0.7760837518 )	0.01105469678	0.000150621995	-2.345455902e-09	( -0.35 -1.45 -1.55 )	0.004991551671	( -0.03427669201 0.03427611986 -0.09064605133 )	6.927746262e-06	9.95704502e-05
45	295.784777	( 0.0241553333 0.0241553333 -0.8836015108 )	300.000321	( 1.85 1.85 -1.65 )	299.9286023	0.3294421078	0.0007124115277	( 1.45 -0.15 -1.45 )	1.002376479	( -0.05593290692 0.06620059639 -0.0552048809 )	0.03448576486	0.04161744526	7.101839244e-07	( 1.95 -0.95 0.35 )	0.05878314759	( -0.09414546371 0.06937154211 -0.06936832482 )	0.0002234720748	0.0009483787802	0.08283252303	( 0.05 0.05 1.95 )	23.2126663	( -0.09414546371 0.06937154211 -0.06936832482 )	0.405657912	0.7982580574	-22.50650774	( -1.95 -1.95 1.95 )	22.67160709	( 0.05 0.05 -1.95 )	0.0006545899397	13.32380986	0.01098763025	( -1.95 -1.95 -1.65 )	0.01286214219	( 0.02501549571 0.02501549571 -0.828424782 )	0.01105344095	0.000150239477	-2.199719993e-09	( 1.65 -0.85 -1.65 )	0.00499155268	( -0.03427669201 0.03427611986 -0.09064605133 )	6.948396341e-06	9.977065486e-05
46	295.801823	( 0.0241553333 -0.0241553333 -0.8836015108 )	300.0003325	( 1.85 1.85 -1.65 )	299.9278244	0.3310674208	0.0005269359958	( 0.02500239313 0.02500239313 0.6750496129 )	1.002353792	( -0.05593290692 0.06620059639 -0.0552048809 )	0.03437584498	0.0416466638	6.539571915e-07	( 1.95 -0.95 0.45 )	0.05900110356	( -0.09414546371 0.06937154211 -0.06936832482 )	0.0002235010739	0.0009579386348	0.0841925849	( 0.05 0.05 1.95 )	23.22422394	( -0.09414546371 0.06937154211 -0.06936832482 )	0.403806665	0.8017846968	-22.50650321	( -1.95 -1.95 1.95 )	22.67339379	( 0.05 0.05 -1.95 )	0.0006412826536	13.32380396	0.01098762888	( -1.95 -1.95 -1.65 )	0.01287628368	( 0.02501549571 0.02501549571 -0.828424782 )	0.0110522155	0.0001499983692	-4.248124332e-09	( -0.55 1.75 -1.65 )	0.004991552905	( 0.03427697052 -0.03427441485 -0.09064679277 )	6.975553501e-06	9.989868461e-05
47	295.8185184	( 0.0241553333 -0.0241553333 -0.8836015108 )	300.0003397	( 1.85 1.85 -1.65 )	299.9274209	0.3324773705	0.000560323693	( 0.02500239313 0.02500239313 0.6750496129 )	1.002331954	( -0.05593290692 0.06620059639 -0.0552048809 )	0.03433881359	0.04170363975	6.132743601e-07	( 1.95 -0.85 0.45 )	0.05920956561	( -0.09414546371 0.06937154211 -0.06936832482 )	0.0002238401125	0.0009680569186	0.08560283129	( 0.05 0.05 1.95 )	23.2355089	( -0.09414546371 0.06937154211 -0.06936832482 )	0.4025542494	0.8058970802	-22.50650834	( -1.95 -1.95 1.95 )	22.67522782	( 0.05 0.05 -1.95 )	0.0006311123338	13.32380084	0.01098762806	( -1.95 -1.95 -1.65 )	0.01288606144	( 0.02501549571 0.02501549571 -0.828424782 )	0.01105103205	0.0001499081491	-6.188013269e-09	( 1.15 1.85 -1.75 )	0.004991553896	( -0.03427669201 0.03427611986 -0.09064605133 )	7.006088413e-06	9.995398922e-05
48	295.8344151	( 0.0241553333 -0.0241553333 -0.8836015108 )	300.0003427	( 1.85 1.85 -1.65 )	299.9268817	0.3330296549	0.0009660469565	( 0.02500239313 0.02500239313 0.6750496129 )	1.002310751	( -0.05593290692 0.06620059639 -0.0552048809 )	0.03437230192	0.04177052581	5.754614054e-07	( -0.75 1.95 0.55 )	0.05941057397	( -0.09414546371 0.06937154211 -0.06936832482 )	0.0002244432354	0.0009785360275	0.08701607516	( 0.05 0.05 1.95 )	23.24677844	( -0.09414546371 0.06937154211 -0.06936832482 )	0.4015573338	0.8106201802	-22.50652395	( -1.95 -1.95 1.95 )	22.67697526	( 0.05 0.05 -1.95 )	0.0006238155492	13.32379943	0.01098762763	( -1.95 -1.95 -1.65 )	0.01289463737	( 0.0241553333 0.0241553333 -0.8836015108 )	0.01104988549	0.0001499640185	-1.417418572e-08	( -1.15 -1.85 -1.75 )	0.004991554137	( 0.03427697052 -0.03427441485 -0.09064679277 )	7.036627976e-06	9.993563078e-05
49	295.849036	( 0.0241553333 -0.0241553333 -0.8836015108 )	300.0003409	( 1.85 1.85 -1.65 )	299.9267149	0.3334302554	0.001063056881	( 0.02500182536 0.02500182536 0.625017097 )	1.002289801	( -0.05593290692 0.06620059639 -0.0552048809 )	0.03447579622	0.04182995603	5.578130889e-07	( -0.75 1.95 0.55 )	0.05960594371	( -0.09414546371 0.06937154211 -0.06936832482 )	0.0002252551973	0.0009891605356	0.08839851739	( 0.05 0.05 1.95 )	23.25828088	( -0.09414546371 0.06937154211 -0.06936832482 )	0.4009634326	0.8157253326	-22.50654571	( -1.95 -1.95 1.95 )	22.67853745	( 0.05 0.05 -1.95 )	0.0006188318252	13.3238002	0.01098762778	( -1.95 -1.95 -1.65 )	0.01289954623	( 0.0241553333 0.0241553333 -0.8836015108 )	0.01104878866	0.0001501434647	-2.875542299e-08	( 1.05 1.85 -1.75 )	0.004991555061	( -0.03427669201 0.03427611986 -0.09064605133 )	7.065262684e-06	9.985361817e-05
50	295.8620758	( 0.0241553333 -0.0241553333 -0.8836015108 )	300.0003328	( 1.85 1.85 -1.65 )	299.9263654	0.3331841082	0.0007270508503	( 0.02500182536 0.02500182536 0.625017097 )	1.002268803	( -0.05593290692 0.06620059639 -0.0552048809 )	0.03464634502	0.04186751448	5.355421423e-07	( -0.15 1.95 0.65 )	0.0597972399	( -0.09414546371 0.06937154211 -0.06936832482 )	0.0002261897466	0.0009997323848	0.08972807318	( 0.05 0.05 1.95 )	23.27021359	( -0.09414546371 0.06937154211 -0.06936832482 )	0.4009191086	0.8209784069	-22.50657641	( -1.95 -1.95 1.95 )	22.67984809	( 0.05 0.05 -1.95 )	0.000616204875	13.32380218	0.01098762852	( -1.95 -1.95 -1.65 )	0.01290071985	( 0.0241553333 0.0241553333 -0.8836015108 )	0.01104773842	0.0001504307261	-1.691389254e-08	( -1.05 -1.75 -1.75 )	0.004991555258	( 0.03427697052 -0.03427441485 -0.09064679277 )	7.089885052e-06	9.971441158e-05
