# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	totalVolume
1	0	( 0.05 0.05 0.005 )	0.9120124309	( -0.35 -1.05 0.005 )	0.5030562724	0.0994490565	-0.4303895786	( 0.5472699769 1.145925095 0.005 )	0.4812047866	( -9.95 4.95 0.005 )	0.1233048995	0.1057524609	2
