# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev	epsilonmin	epsilonmin location	epsilonmax	epsilonmax location	epsilonmean	epsilonstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
50	0.03886758616	( 7.496289233 9.518032919 0.3120863297 )	6.366688392	( -20.2366348 -45.02269824 24.0837364 )	4.950835258	0.929332479	0.005330959499	( 7.706625356 -48.81374601 24.08418929 )	2.623711596	( 5.398799277 4.2021027 7.463636769 )	0.3085404894	0.1307771457	0.001113732492	( -15.86963095 -46.7874396 22.25785493 )	17.19956703	( 5.801438465 4.040354726 7.817574086 )	0.02290344486	0.07702331686	-23.37324814	( 3.488648299 3.809448724 8.041294961 )	12.14669173	( 5.366699358 4.050513847 7.416695546 )	-0.1195663028	1.210600208
