# Time	UMeanmin	UMeanmin location	UMeanmax	UMeanmax location	UMeanmean	UMeanstDev	pMeanmin	pMeanmin location	pMeanmax	pMeanmax location	pMeanmean	pMeanstDev
0.0001	0.1296394283	( 0.0002641748122 -0.0248356762 -2.5124897e-20 )	25.42932119	( 0.0002644796497 0.000159940304 -2.600506592e-20 )	5.52063035	1.187704016	113.7840519	( 0.2874281967 -0.0003123967965 0 )	17510.27244	( -0.01980858154 0.02518986619 -4.517509052e-20 )	6712.668418	4294.207346
