# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
0.05	282.1099995	( -0.02831787477 -0.002601250078 0.02813529517 )	292.8384431	( -0.001931209821 0.02070730915 -0.008102281423 )	282.1107239	0.0616459177
