# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	sigmamin	sigmamin location	sigmamax	sigmamax location	sigmamean	sigmastDev
0.002	8.1878735e-06	( -0.00012441593 0.01270887 -2.6728025e-19 )	0.19113927	( 0.089834928 0.00020234931 0 )	0.057409079	0.048399416	0.080271661	( 0.089834928 0.0031190603 0 )	1.4628283	( -0.1217792 0.01270887 -5.4016632e-19 )	1.2665991	0.31437169	1.0469103e-05	( -0.022581283 0.0083645205 1.6263033e-19 )	0.073512887	( 0.00069030736 0.0031190603 0 )	0.0029332179	0.0075770333
