# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	sigmamin	sigmamin location	sigmamax	sigmamax location	sigmamean	sigmastDev
0.01	1.1515061e-06	( -0.00012441593 0.01270887 -2.6728025e-19 )	0.26840099	( 0.0029995024 0.00020234931 0 )	0.057415386	0.056201961	0.18716571	( 0.089834928 0.0031190603 0 )	3.1721236	( -0.1217792 0.01270887 -5.4016632e-19 )	2.8201367	0.67938155	3.2523412e-05	( -0.02812177 0.0029501498 0 )	0.23540753	( 0.00038771145 0.0031190603 0 )	0.01549716	0.030222453
