# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	rhomin	rhomin location	rhomax	rhomax location	rhomean	rhostDev
10	108.6254687	( -0.01625 -0.02625 0.00125 )	637.1609578	( 0.01253080949 0.02307879954 -0.01875 )	447.1863397	65.8379224	77203.50093	( 0.01807708411 0.01904926608 -0.00125 )	170887.7399	( 0.0681192892 0.02821593321 -0.00125 )	119288.6209	13887.08896	0.2626230058	( 0.02426214494 0.01004975848 0.02125 )	0.5908254624	( 0.06950264195 0.0246121761 -0.00125 )	0.4146324059	0.04680645055
