# Time	pmin	pmin location	pmax	pmax location	pmean	pstDev
50	-262.7071932	( 0.04337408885 -0.0176725116 0.1516240341 )	1972.693246	( -0.1459247202 -0.009755478412 -0.004173356182 )	0.03672228707	13.29229154
