# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
0.01	294.4423182	( 0.002433973855 0.01182831172 -0.02292569825 )	294.4500139	( -0.002245333726 -0.00227259204 0.002354459427 )	294.4497542	0.001261024573
