# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	alpha.watermin	alpha.watermin location	alpha.watermax	alpha.watermax location	alpha.watermean	alpha.waterstDev	totalVolume
0.05	0.00351842	( -0.0117307 -0.0369241 0.005 )	1.00633	( 0.0716604 -0.0432711 0.005 )	0.329765	0.170038	-436.699	( 0.040756 -0.0553307 0.005 )	750.752	( 0.0236692 -0.0958224 0.005 )	70.3721	174.319	-3.88285e-12	( -0.00154556 -0.033712 0.005 )	1	( 0.0452503 -0.0820555 0.005 )	0.304312	0.453464	0.000301378
