# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
50	285.4027635	( -0.0006215325246 0.0006218015027 -0.02779174803 )	286.5099938	( 0.002206498908 -0.002214175518 0.007003905433 )	286.0397157	0.2370314962
