# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
0.0005	8.139184879e-06	( 0.2874281967 -0.007185126321 -4.810062434e-20 )	25.76298896	( 0.001329491501 0.0001620342628 -1.209635618e-20 )	4.227507682	2.910337125	0.002888286956	( 0.2874281967 -0.006560332727 -6.464447245e-20 )	3954.019243	( 0.1500448356 0.02524897563 0 )	2002.240664	1277.765623
