# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	alpha.oilmin	alpha.oilmin location	alpha.oilmax	alpha.oilmax location	alpha.oilmean	alpha.oilstDev	totalVolume
0.000892568	4.88335e-05	( -0.0152943 -0.0152943 -0.097822 )	3.3178	( -0.0829329 -0.0769922 1.09156 )	0.0476701	0.123154	119509	( -0.0734075 -0.0886806 1.09174 )	133244	( -0.0325947 0.0325947 -0.0985001 )	127459	2929.95	-5.77413e-06	( -0.152785 0.0204686 0.738536 )	1.02952	( -0.0868068 -0.0868068 1.29591 )	0.294222	0.455614	0.245908
