# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	epsilonmin	epsilonmin location	epsilonmax	epsilonmax location	epsilonmean	epsilonstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
50	1.55345767	( -291 -4.163336342e-17 0.1964400904 )	10.07221319	( -297 0 496.0711982 )	8.966163842	1.030717965	0.0004718913645	( -299 0 496.0711982 )	7.774819147	( 9 -4.163336342e-17 0.1964400904 )	0.01987015379	0.162868798	0.6608201678	( -289 -4.163336342e-17 0.1964400904 )	4.013422866	( 13 0 5.36377921 )	1.234291305	0.2642091621	0.004309445486	( 699 0 496.0711982 )	18.74904445	( 1 -4.863248228e-17 3.536637142 )	3.417359768	1.906510525
