# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
0.0492348	299.9857064	( 0.2233333333 0.003333333333 -6.083770059e-19 )	1840.495716	( 0.03 0.03 0 )	308.0995579	91.13424973	0.0001491125651	( -0.4966666667 0.9966666666 -7.228014483e-19 )	1.264877976	( -0.05 0.009999999999 -6.505213035e-19 )	0.02589808841	0.07156440045	101325.0383	( -0.4966666667 0.9966666666 -7.228014483e-19 )	101336.4459	( 0.4966666667 0.003333333333 -6.083770059e-19 )	101330.7385	3.300781744
