# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Cparticulatemin	Cparticulatemin location	Cparticulatemax	Cparticulatemax location	Cparticulatemean	CparticulatestDev	totalVolume
0.01	7.88172e-05	( 0.0964024 -0.491295 0.00765173 )	1.18273	( -0.0455339 0.165195 0.00715739 )	0.140844	0.145386	59.1371	( 0.0120528 -0.491957 -0.00602664 )	9883.85	( -0.49197 0.00602665 -7.16849e-13 )	3670.86	3150.52	-2.62694e-67	( -0.109605 -0.114527 -0.0720652 )	0.0383556	( -0.49197 -0.00602665 7.16849e-13 )	0.000128215	0.00213235	0.039734
