# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
5.00084e-07	0.003292345864	( 0.002979985406 0.00158004029 -1.183148473e-21 )	883.4669584	( 0.0001551224043 0.0001079519749 3.166696104e-22 )	1.398954658	10.58793256	-8694772.136	( 0.0001650804204 0.0001397003213 -2.91053791e-22 )	4884419.653	( 0.0001851248033 7.211770678e-05 3.98649666e-23 )	-517.3967071	62915.41018
