# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev	epsilonmin	epsilonmin location	epsilonmax	epsilonmax location	epsilonmean	epsilonstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
10	0.124248076	( -6.466966335 -3.940631477 0.3372108081 )	9.368335395	( -5.801708173 4.041544131 7.818775013 )	5.220588287	0.7467749845	0.00245631477	( -10.41540867 -47.51922967 24.08444574 )	0.5534403086	( -5.439421771 2.950077716 8.193439994 )	0.08413600415	0.1244899683	0.0009037628635	( -8.510728271 -47.27516189 1.894636355 )	1.915074257	( -5.439421771 2.950077716 8.193439994 )	0.009544393392	0.02383702795	-52.40383773	( -6.041695887 3.801652256 7.818741914 )	17.74725405	( 8.452403875 8.050034998 2.902707746 )	-0.05933162831	1.734660659
