# Time	aspectRatiomin	aspectRatiomin location	aspectRatiomax	aspectRatiomax location	aspectRatiomean	aspectRatiostDev	determinantmin	determinantmin location	determinantmax	determinantmax location	determinantmean	determinantstDev	nonOrthogonalitymin	nonOrthogonalitymin location	nonOrthogonalitymax	nonOrthogonalitymax location	nonOrthogonalitymean	nonOrthogonalitystDev	skewnessmin	skewnessmin location	skewnessmax	skewnessmax location	skewnessmean	skewnessstDev	volumeRatiomin	volumeRatiomin location	volumeRatiomax	volumeRatiomax location	volumeRatiomean	volumeRatiostDev
0	1.062747088	( -48.7529984 -3.737753403 24.08373723 )	23.2228242	( 48.82925679 1.553767042e-08 0.04997992521 )	1.570134973	1.53843968	0.03217328775	( -26.98527124 -39.27896727 0.04996761781 )	0.9999157681	( -2.026497263 -0.001742680282 12.69065892 )	0.9318031142	0.135186826	0.03535902908	( 4.879031565e-06 -24.01124909 24.08444496 )	61.23458792	( 6.593746247 3.401357063 0.3822189882 )	4.736677323	5.222247169	9.952164128e-06	( -1.896085496e-06 -26.00209508 0.1935807542 )	2.553466853	( 6.43289086 4.094939262 5.041332243 )	0.03852452903	0.1153388761	0.2621708751	( 6.185803442 4.16992772 10.15101933 )	0.9947597708	( -6.340736777e-06 -46.6249325 24.08369121 )	0.8740426686	0.1727394619
