# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	totalVolume
0.5	0.0008527446474	( 0.525 0.975 0.01666666666 )	2.950845102	( 0.7874984816 0.01249842523 0.7250014015 )	0.2082703473	0.2846189752	-21.93368974	( 0.6339414009 0.08500238915 0.6591824692 )	5208.792202	( 0.2258884933 0.3195845192 0.01298924735 )	1410.772176	1739.377469	273.15	( 0.025 0.025 0.01666666666 )	273.15	( 0.025 0.025 0.01666666666 )	273.15	2.50111043e-12	0.97
