# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev	omegamin	omegamin location	omegamax	omegamax location	omegamean	omegastDev
15	0.05330531945	( -0.72 -0.4 2.92 )	4.999824263	( 0.32 0.48 0.92 )	3.118906245	1.12954824	-8.616217568	( -0.4 -0.16 3.56 )	7.087811615	( -0.08 -0.56 6.68 )	0.08693265832	1.016194231	0.005229112927	( 0.48 0.56 8.76 )	0.7673691844	( -0.16 -0.48 2.12 )	0.1597670632	0.1122250781	3.963228317	( 0.4 0.48 3.48 )	69.68134583	( 0.24 -0.4 6.6 )	16.88210335	9.557323632
