# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	totalVolume
0.000893	3.211942802e-07	( -6.573322284e-17 -9.982074309 16.23961463 )	12.53429278	( 0 19.10005098 -5.401499544 )	1.88700533	2.7696402	84951.83839	( -4.010805712e-17 -15.02884861 -9.588953196 )	1808246.256	( 1.440289336e-17 15.0409652 -9.569935542 )	916249.7376	201308.6568	273.15	( -4.010805712e-17 -15.02884861 -9.588953196 )	273.15	( -4.010805712e-17 -15.02884861 -9.588953196 )	273.15	1.193711796e-12	1075
