# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
0.0496725	0.006652135962	( 0.294999935 0.5776190352 0.0073 )	1.466789649	( 0.3371574158 0.06714185428 0.0073 )	0.2526455002	0.1522054975	-4.525780938	( 0.294999935 0.2713327267 0.0073 )	12615.21063	( 0.006347826085 0.002999935 0.0073 )	365.1629015	1377.089896	292.9794473	( 0.306999675 0.2458088676 0.0073 )	293.0580579	( 0.3371574158 0.026999415 0.0073 )	293.0034067	0.007645208483
