# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	totalVolume
0.5	0.2019332306	( 1.814654414 -5.25943348 -0.1907609757 )	7.281348825	( 10.90792743 -18.07523216 0.7536825727 )	2.535995637	1.007097945	-103901.209	( -7.81733343 0.534179717 20.568455 )	8406.089893	( 9.953799966 -12.35267533 -11.23546205 )	-88805.30475	25883.58018	273.15	( -8.942118851 -13.23004825 -10.15045565 )	273.15	( -8.942118851 -13.23004825 -10.15045565 )	273.15	1.136868377e-12	21500
