# Time	U.dropmin	U.dropmin location	U.dropmax	U.dropmax location	U.dropmean	U.dropstDev	alpha.dropmin	alpha.dropmin location	alpha.dropmax	alpha.dropmax location	alpha.dropmean	alpha.dropstDev
400	0.01136460837	( -0.054 0 0.002 )	0.9227502052	( -0.098 0 0.002 )	0.1963241143	0.1674155318	2.112985869e-29	( 0.094 0 0.098 )	4.290237353e-10	( -0.094 0 0.054 )	2.50662284e-10	1.525489025e-10
