# Wall heat-flux 
# Time           	patch            	min              	max              	integral         
1.0000000000e+00	pad2_to_disk	4.6127934599e+04	5.6665920584e+04	7.3352820525e+02
1.0000000000e+00	pad2_to_default	4.3399408545e+03	1.4494086081e+04	1.1836553479e+02
2.0000000000e+00	pad2_to_disk	7.8506050413e+04	1.0251970329e+05	1.3227726824e+03
2.0000000000e+00	pad2_to_default	1.4663070957e+04	4.6359563335e+04	3.8181332887e+02
3.0000000000e+00	pad2_to_disk	6.7775640807e+04	8.9128264499e+04	1.1486906031e+03
3.0000000000e+00	pad2_to_default	1.4480838751e+04	3.8231841571e+04	3.5775156035e+02
4.0000000000e+00	pad2_to_disk	6.5222177820e+04	8.6808838021e+04	1.1169997767e+03
4.0000000000e+00	pad2_to_default	1.5026924424e+04	3.8737999313e+04	3.7260858035e+02
5.0000000000e+00	pad2_to_disk	6.4345132098e+04	8.5943179086e+04	1.1064718714e+03
5.0000000000e+00	pad2_to_default	1.5835259556e+04	3.8057880700e+04	3.8721971714e+02
6.0000000000e+00	pad2_to_disk	6.4019679331e+04	8.5270193255e+04	1.0995313380e+03
6.0000000000e+00	pad2_to_default	1.6209847223e+04	3.6534490013e+04	3.9873045762e+02
7.0000000000e+00	pad2_to_disk	6.4256934342e+04	8.4673561419e+04	1.0948945016e+03
7.0000000000e+00	pad2_to_default	1.6316038291e+04	3.6319936735e+04	4.0603512047e+02
8.0000000000e+00	pad2_to_disk	6.4556927024e+04	8.4170156167e+04	1.0906636550e+03
8.0000000000e+00	pad2_to_default	1.6103941803e+04	3.6074473501e+04	4.1190319583e+02
9.0000000000e+00	pad2_to_disk	6.4454417607e+04	8.3779722173e+04	1.0869698516e+03
9.0000000000e+00	pad2_to_default	1.5979636063e+04	3.5660430092e+04	4.1617844881e+02
1.0000000000e+01	pad2_to_disk	6.4550208111e+04	8.3528704905e+04	1.0849814937e+03
1.0000000000e+01	pad2_to_default	1.5388730068e+04	3.4947684327e+04	4.1722161006e+02
