# Time	massFlux	Tmin	Tmax	Tmean	TstDev	Umin	Umax	Umean	UstDev	pmin	pmax	pmean	pstDev	ptotmin	ptotmax	ptotmean	ptotstDev
50	-0.16475033	350	350	350	5.6843419e-14	0.021835155	0.021835155	0.021835155	6.9442139e-18	981.24926	981.26156	981.25443	0.0035341961	981.4849	981.4972	981.49008	0.0035341961
