# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	ptotmin	ptotmin location	ptotmax	ptotmax location	ptotmean	ptotstDev
10	349.85514	( -0.49681719 0.8988022 0.09984294 )	353.97181	( -0.75639009 0.14473142 0.13606393 )	352.47824	1.0563595	0.00068650422	( -0.90124229 0.1036108 0.10863596 )	0.0061528672	( -0.43768263 0.89758928 0.043169004 )	0.0027789344	0.00077958858	-465.69258	( -0.46364693 0.12799479 0.074819762 )	1154.8042	( -0.46364699 0.87200519 0.074819801 )	345.42604	270.68205	-465.68547	( -0.46364693 0.12799479 0.074819762 )	1154.8114	( -0.46364699 0.87200519 0.074819801 )	345.43016	270.68205
