# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev	epsilonmin	epsilonmin location	epsilonmax	epsilonmax location	epsilonmean	epsilonstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
50	0.03595990495	( 1.962214255 4.325354424 0.271022474 )	6.446322789	( -34.84598561 -34.84624505 24.08289936 )	4.971650373	0.9070450423	0.004478604336	( -34.84377264 -34.84387919 22.25478478 )	1.824296502	( 2.992840801 4.184490556 7.881558941 )	0.3058893426	0.1182497862	0.0009966476797	( -32.73198733 -36.85315661 20.44550977 )	8.442127855	( 3.488648299 3.809448724 8.041294961 )	0.02151557081	0.05426147524	-19.44841251	( 5.801545558 -4.041617841 7.818707906 )	13.06902645	( 5.80168219 4.043542846 7.005841488 )	-0.1902754885	1.34192744
